model_id,pipeline_name,directory
timm/ViT-B-16-SigLIP-512,zero-shot-image-classification,ViT-B-16-SigLIP-512
ai4bharat/IndicBERTv2-MLM-only,fill-mask,IndicBERTv2-MLM-only
m3rg-iitd/matscibert,fill-mask,matscibert
zhihan1996/DNABERT-S,feature-extraction,DNABERT-S
ibm-granite/granite-speech-4.1-2b-plus,automatic-speech-recognition,granite-speech-4.1-2b-plus
cointegrated/rubert-tiny-toxicity,text-classification,rubert-tiny-toxicity
FluidInference/parakeet-realtime-eou-120m-coreml,automatic-speech-recognition,parakeet-realtime-eou-120m-coreml
OpenMed/OpenMed-ZeroShot-NER-BloodCancer-Base-220M,token-classification,OpenMed-ZeroShot-NER-BloodCancer-Base-220M
gyr66/Ernie-3.0-base-chinese-finetuned-ner,token-classification,Ernie-3.0-base-chinese-finetuned-ner
optimum-intel-internal-testing/mobilenet_v1_0.75_192,image-classification,mobilenet_v1_0.75_192
microsoft/dit-base-finetuned-rvlcdip,image-classification,dit-base-finetuned-rvlcdip
facebook/nougat-small,image-to-text,nougat-small
ghecko78/Voxtral-Mini-4B-Realtime-2602-FP8-Dynamic,automatic-speech-recognition,Voxtral-Mini-4B-Realtime-2602-FP8-Dynamic
MoritzLaurer/deberta-v3-base-zeroshot-v1.1-all-33,zero-shot-classification,deberta-v3-base-zeroshot-v1.1-all-33
textattack/bert-base-uncased-STS-B,text-classification,bert-base-uncased-STS-B
Helsinki-NLP/opus-mt-tc-big-en-bg,translation,opus-mt-tc-big-en-bg
timm/tf_efficientnet_lite0.in1k,image-classification,tf_efficientnet_lite0.in1k
OpenMed/OpenMed-ZeroShot-NER-Species-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-Species-XLarge-770M
sshleifer/tiny-distilbert-base-cased-distilled-squad,question-answering,tiny-distilbert-base-cased-distilled-squad
OpenMed/OpenMed-ZeroShot-NER-Oncology-Multi-209M,token-classification,OpenMed-ZeroShot-NER-Oncology-Multi-209M
deepset/gbert-base,fill-mask,gbert-base
Xenova/distilbert-base-uncased-finetuned-sst-2-english,text-classification,Xenova__distilbert-base-uncased-finetuned-sst-2-english
sshleifer/tiny-distilbert-base-cased,token-classification,tiny-distilbert-base-cased
pyannote-community/speaker-diarization-community-1,automatic-speech-recognition,pyannote-community__speaker-diarization-community-1
timm/convnextv2_atto.fcmae_ft_in1k,image-classification,convnextv2_atto.fcmae_ft_in1k
OpenMed/OpenMed-ZeroShot-NER-BloodCancer-Medium-209M,token-classification,OpenMed-ZeroShot-NER-BloodCancer-Medium-209M
timm/vit_base_patch32_clip_224.laion400m_e32,zero-shot-image-classification,vit_base_patch32_clip_224.laion400m_e32
PaddlePaddle/PP-DocLayout_plus-L,image-to-text,PP-DocLayout_plus-L
OpenMed/OpenMed-ZeroShot-NER-Genomic-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-Genomic-XLarge-770M
timm/tf_efficientnetv2_xl.in21k,image-classification,tf_efficientnetv2_xl.in21k
DeepPavlov/rubert-base-cased-sentence,feature-extraction,rubert-base-cased-sentence
trl-internal-testing/tiny-GPTNeoXForSequenceClassification,text-classification,tiny-GPTNeoXForSequenceClassification
poltextlab/xlm-roberta-large-english-cap-v5,text-classification,xlm-roberta-large-english-cap-v5
mesolitica/sentiment-analysis-nanot5-small-malaysian-cased,text-classification,sentiment-analysis-nanot5-small-malaysian-cased
OpenMed/OpenMed-ZeroShot-NER-Chemical-Multi-209M,token-classification,OpenMed-ZeroShot-NER-Chemical-Multi-209M
danlou/roberta-large-finetuned-csqa,multiple-choice,roberta-large-finetuned-csqa
trpakov/vit-face-expression,image-classification,vit-face-expression
sentinet/suicidality,text-classification,suicidality
classla/multilingual-IPTC-news-topic-classifier,text-classification,multilingual-IPTC-news-topic-classifier
timm/efficientnet_b1.ra4_e3600_r240_in1k,image-classification,efficientnet_b1.ra4_e3600_r240_in1k
openmmlab/upernet-swin-large,image-segmentation,upernet-swin-large
jhu-clsp/mmBERT-small,fill-mask,mmBERT-small
MIT/ast-finetuned-audioset-14-14-0.443,audio-classification,ast-finetuned-audioset-14-14-0.443
ZhengPeng7/BiRefNet-portrait,image-segmentation,BiRefNet-portrait
cross-encoder/ms-marco-TinyBERT-L2,text-ranking,ms-marco-TinyBERT-L2
unslothai/gcp,feature-extraction,gcp
cross-encoder/nli-distilroberta-base,zero-shot-classification,nli-distilroberta-base
LanguageBind/LanguageBind_Image,zero-shot-image-classification,LanguageBind_Image
OpenMed/OpenMed-ZeroShot-NER-Pathology-Base-220M,token-classification,OpenMed-ZeroShot-NER-Pathology-Base-220M
PORTULAN/serafim-335m-portuguese-pt-sentence-encoder-ir,sentence-similarity,serafim-335m-portuguese-pt-sentence-encoder-ir
facebook/PE-Core-G14-448,zero-shot-image-classification,PE-Core-G14-448
timm/tf_efficientnet_b2.ns_jft_in1k,image-classification,tf_efficientnet_b2.ns_jft_in1k
Dongjin-kr/ko-reranker,text-classification,ko-reranker
unslothai/8,feature-extraction,8
morsetechlab/yolov11-license-plate-detection,object-detection,yolov11-license-plate-detection
OpenMed/OpenMed-ZeroShot-NER-Species-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Species-Tiny-60M
mkaichristensen/echo-clip,zero-shot-image-classification,echo-clip
timm/mnasnet_small.lamb_in1k,image-classification,mnasnet_small.lamb_in1k
Helsinki-NLP/opus-mt-en-id,translation,opus-mt-en-id
google/medsiglip-448,zero-shot-image-classification,medsiglip-448
OpenMed/OpenMed-ZeroShot-NER-Genome-Large-459M,token-classification,OpenMed-ZeroShot-NER-Genome-Large-459M
KBLab/bert-base-swedish-cased,fill-mask,bert-base-swedish-cased
apple/MobileCLIP-S1-OpenCLIP,zero-shot-image-classification,MobileCLIP-S1-OpenCLIP
PaddlePaddle/PP-OCRv4_mobile_det,image-to-text,PP-OCRv4_mobile_det
Octen/Octen-Embedding-0.6B,sentence-similarity,Octen-Embedding-0.6B
sshleifer/tiny-distilroberta-base,fill-mask,tiny-distilroberta-base
lang-uk/ukr-paraphrase-multilingual-mpnet-base,sentence-similarity,ukr-paraphrase-multilingual-mpnet-base
owkin/phikon,feature-extraction,phikon
OpenMed/OpenMed-ZeroShot-NER-Pharma-Base-220M,token-classification,OpenMed-ZeroShot-NER-Pharma-Base-220M
timm/convnextv2_base.fcmae_ft_in22k_in1k_384,image-classification,convnextv2_base.fcmae_ft_in22k_in1k_384
microsoft/deberta-large,fill-mask,deberta-large
OpenMed/OpenMed-ZeroShot-NER-Genome-XLarge-770M,token-classification,OpenMed-ZeroShot-NER-Genome-XLarge-770M
nvidia/segformer-b4-finetuned-ade-512-512,image-segmentation,segformer-b4-finetuned-ade-512-512
facebook/dinov3-convnext-small-pretrain-lvd1689m,image-feature-extraction,dinov3-convnext-small-pretrain-lvd1689m
OpenMed/OpenMed-ZeroShot-NER-Pharma-Large-459M,token-classification,OpenMed-ZeroShot-NER-Pharma-Large-459M
marefa-nlp/marefa-ner,token-classification,marefa-ner
protectai/deberta-v3-small-prompt-injection-v2,text-classification,deberta-v3-small-prompt-injection-v2
uer/roberta-base-finetuned-jd-binary-chinese,text-classification,roberta-base-finetuned-jd-binary-chinese
Xenova/jina-embeddings-v2-base-en,feature-extraction,Xenova__jina-embeddings-v2-base-en
microsoft/swin-base-patch4-window12-384-in22k,image-classification,swin-base-patch4-window12-384-in22k
Salesforce/SFR-Embedding-Code-400M_R,feature-extraction,SFR-Embedding-Code-400M_R
shi-labs/oneformer_ade20k_swin_tiny,image-segmentation,oneformer_ade20k_swin_tiny
desklib/ai-text-detector-v1.01,text-classification,ai-text-detector-v1.01
cross-encoder/ms-marco-electra-base,text-ranking,ms-marco-electra-base
microsoft/BiomedNLP-BiomedBERT-large-uncased-abstract,fill-mask,BiomedNLP-BiomedBERT-large-uncased-abstract
timm/densenet169.tv_in1k,image-classification,densenet169.tv_in1k
anferico/bert-for-patents,fill-mask,bert-for-patents
facebook/convnext-small-224,image-classification,convnext-small-224
bvanaken/clinical-assertion-negation-bert,text-classification,clinical-assertion-negation-bert
OpenMed/OpenMed-ZeroShot-NER-Organism-Small-166M,token-classification,OpenMed-ZeroShot-NER-Organism-Small-166M
OpenMed/OpenMed-ZeroShot-NER-DNA-Small-166M,token-classification,OpenMed-ZeroShot-NER-DNA-Small-166M
alirezamsh/small100,translation,small100
nvidia/segformer-b0-finetuned-cityscapes-1024-1024,image-segmentation,segformer-b0-finetuned-cityscapes-1024-1024
Helsinki-NLP/opus-mt-bg-en,translation,opus-mt-bg-en
tbs17/MathBERT,fill-mask,MathBERT
OpenMed/OpenMed-ZeroShot-NER-Organism-Base-220M,token-classification,OpenMed-ZeroShot-NER-Organism-Base-220M
zeroentropy/zerank-1-small-reranker,text-ranking,zerank-1-small-reranker
facebook/mms-lid-126,audio-classification,mms-lid-126
BAAI/bge-reranker-v2-minicpm-layerwise,text-classification,bge-reranker-v2-minicpm-layerwise
depth-anything/Depth-Anything-V2-Metric-Indoor-Small-hf,depth-estimation,Depth-Anything-V2-Metric-Indoor-Small-hf
flax-sentence-embeddings/all_datasets_v4_MiniLM-L6,sentence-similarity,all_datasets_v4_MiniLM-L6
geolocal/StreetCLIP,zero-shot-image-classification,StreetCLIP
RussianNLP/FRED-T5-Summarizer,summarization,FRED-T5-Summarizer
facebook/sam2.1-hiera-small,mask-generation,sam2.1-hiera-small
timm/vit_small_patch16_224.dino,image-feature-extraction,vit_small_patch16_224.dino
openbmb/MiniCPM-V-2,visual-question-answering,MiniCPM-V-2
nixiesearch/e5-small-v2-onnx,feature-extraction,e5-small-v2-onnx
utrobinmv/t5_translate_en_ru_zh_small_1024,translation,t5_translate_en_ru_zh_small_1024
PaddlePaddle/RT-DETR-L_wired_table_cell_det,image-to-text,RT-DETR-L_wired_table_cell_det
pritamdeka/S-BioBert-snli-multinli-stsb,sentence-similarity,S-BioBert-snli-multinli-stsb
nvidia/segformer-b3-finetuned-ade-512-512,image-segmentation,segformer-b3-finetuned-ade-512-512
formoai/brecioso-e-model-taigi-20250901,automatic-speech-recognition,brecioso-e-model-taigi-20250901
Helsinki-NLP/opus-mt-id-en,translation,opus-mt-id-en
riccorl/retriever-relik-e5-small-entity-linking-aida-wikipedia-question-encoder,image-feature-extraction,retriever-relik-e5-small-entity-linking-aida-wikipedia-question-encoder
Salesforce/blip-vqa-capfilt-large,visual-question-answering,blip-vqa-capfilt-large
timm/convnext_large.fb_in22k_ft_in1k,image-classification,convnext_large.fb_in22k_ft_in1k
OpenMed/OpenMed-ZeroShot-NER-Protein-Base-220M,token-classification,OpenMed-ZeroShot-NER-Protein-Base-220M
timm/ViT-SO400M-14-SigLIP2-378,zero-shot-image-classification,ViT-SO400M-14-SigLIP2-378
facebook/mask2former-swin-large-mapillary-vistas-semantic,image-segmentation,mask2former-swin-large-mapillary-vistas-semantic
facebook/metaclip-2-worldwide-huge-quickgelu,zero-shot-image-classification,metaclip-2-worldwide-huge-quickgelu
pysentimiento/bert-it-hate-speech,text-classification,bert-it-hate-speech
google/siglip-base-patch16-384,zero-shot-image-classification,siglip-base-patch16-384
optimum-intel-internal-testing/ov-tiny-random-distilbert,text-classification,ov-tiny-random-distilbert
PaddlePaddle/PP-LCNet_x1_0_table_cls,image-to-text,PP-LCNet_x1_0_table_cls
PaddlePaddle/PP-DocBlockLayout,image-to-text,PP-DocBlockLayout
pysentimiento/bert-it-emotion,text-classification,bert-it-emotion
FISA-conclave/klue-roberta-news-sentiment,text-classification,klue-roberta-news-sentiment
MoritzLaurer/ModernBERT-large-zeroshot-v2.0,text-classification,ModernBERT-large-zeroshot-v2.0
unslothai/4,feature-extraction,4
nvidia/segformer-b2-finetuned-cityscapes-1024-1024,image-segmentation,segformer-b2-finetuned-cityscapes-1024-1024
urchade/gliner_multi-v2.1,token-classification,gliner_multi-v2.1
julien-c/bert-xsmall-dummy,fill-mask,bert-xsmall-dummy
facebook/mask2former-swin-large-coco-instance,image-segmentation,mask2former-swin-large-coco-instance
dangvantuan/vietnamese-embedding,sentence-similarity,vietnamese-embedding
facebook/convnext-tiny-224,image-classification,convnext-tiny-224
OpenMed/OpenMed-ZeroShot-NER-Disease-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Disease-Tiny-60M
nvidia/parakeet-ctc-0.6b,automatic-speech-recognition,parakeet-ctc-0.6b
nlpai-lab/KoE5,feature-extraction,KoE5
OpenMed/OpenMed-PII-BioClinicalModern-Large-395M-v1,token-classification,OpenMed-PII-BioClinicalModern-Large-395M-v1
timm/seresnext50_32x4d.racm_in1k,image-classification,seresnext50_32x4d.racm_in1k
citizenlab/distilbert-base-multilingual-cased-toxicity,text-classification,distilbert-base-multilingual-cased-toxicity
pkshatech/GLuCoSE-base-ja,sentence-similarity,GLuCoSE-base-ja
syssec-utd/py311-pylingual-v1-segmenter,token-classification,py311-pylingual-v1-segmenter
PaddlePaddle/RT-DETR-L_wireless_table_cell_det,image-to-text,RT-DETR-L_wireless_table_cell_det
google/owlv2-base-patch16,zero-shot-object-detection,owlv2-base-patch16
line-corporation/clip-japanese-base-v2,feature-extraction,clip-japanese-base-v2
Qdrant/bge-large-en-v1.5-onnx,sentence-similarity,bge-large-en-v1.5-onnx
Isotonic/deberta-v3-base_finetuned_ai4privacy_v2,token-classification,deberta-v3-base_finetuned_ai4privacy_v2
citizenlab/twitter-xlm-roberta-base-sentiment-finetunned,text-classification,twitter-xlm-roberta-base-sentiment-finetunned
guillaumekln/faster-whisper-large-v2,automatic-speech-recognition,guillaumekln__faster-whisper-large-v2
google/siglip-base-patch16-256-multilingual,zero-shot-image-classification,siglip-base-patch16-256-multilingual
microsoft/conditional-detr-resnet-50,object-detection,conditional-detr-resnet-50
timm/dm_nfnet_f3.dm_in1k,image-classification,dm_nfnet_f3.dm_in1k
philomath-1209/programming-language-identification,text-classification,programming-language-identification
Helsinki-NLP/opus-mt-vi-en,translation,opus-mt-vi-en
ehcalabres/wav2vec2-lg-xlsr-en-speech-emotion-recognition,audio-classification,wav2vec2-lg-xlsr-en-speech-emotion-recognition
ibm-research/materials.selfies-ted,feature-extraction,materials.selfies-ted
PaddlePaddle/SLANeXt_wired,image-to-text,SLANeXt_wired
mogu98/wosota-asr-medium-v1,automatic-speech-recognition,wosota-asr-medium-v1
Qdrant/minicoil-v1,sentence-similarity,minicoil-v1
timm/convnext_atto.d2_in1k,image-classification,convnext_atto.d2_in1k
OpenMed/OpenMed-PII-NomicMed-Large-395M-v1,token-classification,OpenMed-PII-NomicMed-Large-395M-v1
DiTy/cross-encoder-russian-msmarco,text-ranking,cross-encoder-russian-msmarco
sentence-transformers/paraphrase-TinyBERT-L6-v2,sentence-similarity,paraphrase-TinyBERT-L6-v2
chopratejas/technique-router,text-classification,technique-router
mayocream/speech-bubble-segmentation,image-segmentation,speech-bubble-segmentation
sshleifer/distilbart-cnn-6-6,summarization,distilbart-cnn-6-6
line-corporation/line-distilbert-base-japanese,fill-mask,line-distilbert-base-japanese
nvidia/parakeet-tdt-1.1b,automatic-speech-recognition,parakeet-tdt-1.1b
timm/fastvit_t8.apple_in1k,image-classification,fastvit_t8.apple_in1k
facebook/wmt19-ru-en,translation,wmt19-ru-en
facebook/contriever-msmarco,feature-extraction,contriever-msmarco
nvidia/mit-b5,image-classification,mit-b5
kotoba-tech/kotoba-whisper-v2.0,automatic-speech-recognition,kotoba-whisper-v2.0
naver/splade_v2_distil,feature-extraction,splade_v2_distil
yiyanghkust/finbert-pretrain,fill-mask,finbert-pretrain
AMR-KELEG/Sentence-ALDi,text-classification,Sentence-ALDi
sarvamai/sarvam-translate,translation,sarvam-translate
Xenova/whisper-small,automatic-speech-recognition,Xenova__whisper-small
michiyasunaga/BioLinkBERT-base,text-classification,BioLinkBERT-base
haywoodsloan/ai-image-detector-deploy,image-classification,ai-image-detector-deploy
gwkrsrch2/InternViT-300M-from-InternVL3_5-1B-HF,feature-extraction,InternViT-300M-from-InternVL3_5-1B-HF
akhooli/Arabic-SBERT-100K,sentence-similarity,Arabic-SBERT-100K
AMR-KELEG/NADI2024-baseline,text-classification,NADI2024-baseline
UBC-NLP/MARBERT,fill-mask,MARBERT
Xenova/finbert,text-classification,Xenova__finbert
timm/resnet50_gn.a1h_in1k,image-classification,resnet50_gn.a1h_in1k
shunk031/aesthetics-predictor-v1-vit-large-patch14,image-feature-extraction,aesthetics-predictor-v1-vit-large-patch14
timm/ViT-SO400M-16-SigLIP2-512,zero-shot-image-classification,ViT-SO400M-16-SigLIP2-512
qihoo360/fg-clip2-base,zero-shot-image-classification,fg-clip2-base
mispeech/ced-base,audio-classification,ced-base
Helsinki-NLP/opus-mt-en-jap,translation,opus-mt-en-jap
fergusq/finbert-finnsentiment,text-classification,finbert-finnsentiment
Helsinki-NLP/opus-mt-en-hi,translation,opus-mt-en-hi
almanach/camembert-bio-base,fill-mask,camembert-bio-base
OpenMed/OpenMed-ZeroShot-NER-Genomic-Multi-209M,token-classification,OpenMed-ZeroShot-NER-Genomic-Multi-209M
OpenMed/OpenMed-ZeroShot-NER-Protein-Tiny-60M,token-classification,OpenMed-ZeroShot-NER-Protein-Tiny-60M
wayveai/Lingo-Judge,text-classification,Lingo-Judge
LiheYoung/depth_anything_vitl14,depth-estimation,depth_anything_vitl14
asahi417/tner-xlm-roberta-base-ontonotes5,token-classification,tner-xlm-roberta-base-ontonotes5
TechWolf/JobBERT-v2,sentence-similarity,JobBERT-v2
NbAiLab/nb-wav2vec2-1b-bokmaal,automatic-speech-recognition,nb-wav2vec2-1b-bokmaal
Exscientia/IgBert,fill-mask,IgBert
InstaDeepAI/NTv3_8M_pre,fill-mask,NTv3_8M_pre
CofeAI/Tele-FLM,image-feature-extraction,Tele-FLM
